learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),Change detected,Warning detected
27400.0,0.835622179,0.0,27400.0,87.4,67.26677577741407,69.71153846153847,60.0,5441.0,0.0,0.0,0.0
27500.0,0.838568457,0.0,27500.0,87.9,68.71606598066083,70.63106796116504,61.58730158730158,5541.0,0.0,0.0,0.0
27600.0,0.841447809,0.0,27600.0,87.4,68.14964610717897,69.92840095465394,61.34969325153373,5641.0,0.0,0.0,0.0
27700.0,0.844278298,0.0,27700.0,88.0,69.68227019160805,70.73170731707317,62.962962962962955,5741.0,0.0,0.0,0.0
27800.0,0.847100162,0.0,27800.0,87.7,69.20781470614742,70.14563106796116,62.61398176291792,5841.0,0.0,0.0,0.0
27900.0,0.849857637,0.0,27900.0,86.6,66.61101836393989,67.86570743405275,60.0,5941.0,0.0,0.0,0.0
28000.0,0.852695863,0.0,28000.0,86.3,66.16949822204661,67.99065420560748,59.70588235294117,6041.0,0.0,0.0,0.0
28100.0,0.85550904,0.0,28100.0,86.1,66.00303282297119,67.37089201877934,59.71014492753623,6141.0,0.0,0.0,0.0
28200.0,0.858283003,0.0,28200.0,86.7,67.11339696355274,68.10551558752998,60.650887573964496,6241.0,0.0,0.0,0.0
28300.0,0.861086804,0.0,28300.0,86.1,66.2240970413281,67.5233644859813,60.05747126436781,6341.0,0.0,0.0,0.0
28400.0,0.863966669,0.0,28400.0,85.9,66.19191483239821,68.24324324324323,60.281690140845065,6441.0,0.0,0.0,0.0
28500.0,0.866783482,0.0,28500.0,86.0,65.95595673488444,68.03652968036529,59.77011494252873,6541.0,0.0,0.0,0.0
28600.0,0.869538982,0.0,28600.0,86.3,66.32086139928217,69.00452488687783,59.94152046783625,6641.0,0.0,0.0,0.0
28700.0,0.872279757,0.0,28700.0,85.5,64.26811237062591,67.63392857142856,57.72594752186588,6741.0,0.0,0.0,0.0
28800.0,0.875237198,0.0,28800.0,85.7,64.89384684879312,68.57142857142856,58.43023255813953,6841.0,0.0,0.0,0.0
28900.0,0.878115825,0.0,28900.0,86.8,67.86507225489812,71.1159737417943,61.627906976744185,6941.0,0.0,0.0,0.0
29000.0,0.880925714,0.0,29000.0,87.0,68.39996888612319,72.28144989339019,62.2093023255814,7041.0,0.0,0.0,0.0
29100.0,0.883639127,0.0,29100.0,87.5,69.66608425548438,73.46072186836517,63.55685131195335,7141.0,0.0,0.0,0.0
29200.0,0.886425941,0.0,29200.0,87.5,69.11414423941726,73.0603448275862,62.5748502994012,7241.0,0.0,0.0,0.0
29300.0,0.889273768,0.0,29300.0,87.5,68.81393144054687,72.58771929824562,62.00607902735562,7341.0,0.0,0.0,0.0
29400.0,0.892023731,0.0,29400.0,87.1,67.70575688693509,71.20535714285714,60.790273556231,7441.0,0.0,0.0,0.0
29500.0,0.894759294,0.0,29500.0,85.1,63.92112043081571,67.6086956521739,57.54985754985754,7541.0,0.0,0.0,0.0
29600.0,0.897785012,0.0,29600.0,84.2,62.35029476383149,65.42669584245075,56.2326869806094,7641.0,0.0,0.0,0.0
29700.0,0.900515824,0.0,29700.0,83.5,61.286871322252765,64.51612903225805,55.52560646900269,7741.0,0.0,0.0,0.0
29800.0,0.903463977,0.0,29800.0,82.19999999999999,58.625434665377384,62.68343815513626,52.9100529100529,7841.0,0.0,0.0,1.0
29900.0,0.90628569,0.0,29900.0,79.7,52.76872964169381,57.62004175365345,46.99738903394257,7941.0,0.0,0.0,0.0
30000.0,0.909235169,0.0,30000.0,77.9,49.2388118666336,53.66876310272537,43.765903307888046,8041.0,0.0,0.0,0.0
30100.0,0.912184234,0.0,30100.0,74.2,42.45875095344512,46.02510460251046,38.1294964028777,8141.0,0.0,0.0,0.0
30200.0,0.91538824,0.0,30200.0,71.2,38.865184996497476,41.46341463414633,36.141906873614175,463.0,0.0,1.0,0.0
30300.0,0.91861856,0.0,30300.0,68.30000000000001,34.58144506905064,37.103174603174615,32.69639065817411,28.0,0.0,1.0,1.0
30400.0,0.921832592,0.0,30400.0,64.7,28.897160720616206,30.237154150197632,28.252032520325205,62.0,0.0,1.0,1.0
30500.0,0.924677469,0.0,30500.0,63.800000000000004,27.953030152253948,29.01960784313726,27.16297786720322,162.0,0.0,0.0,2.0
30600.0,0.928194429,0.0,30600.0,61.7,23.965695227507354,24.901960784313726,24.45759368836292,19.0,0.0,2.0,1.0
30700.0,0.931346448,0.0,30700.0,59.199999999999996,19.512657029227938,19.36758893280632,19.526627218934905,51.0,0.0,1.0,0.0
30800.0,0.934205098,0.0,30800.0,57.9,16.68315851969126,15.461847389558226,17.125984251968497,151.0,0.0,0.0,1.0
30900.0,0.937089926,0.0,30900.0,57.699999999999996,15.26781779576138,14.717741935483861,15.230460921843678,251.0,0.0,0.0,1.0
31000.0,0.93994129,0.0,31000.0,56.99999999999999,12.150235355648528,10.973084886128351,12.065439672801624,351.0,0.0,0.0,0.0
31100.0,0.942884781,0.0,31100.0,57.99999999999999,12.696433025692198,13.402061855670091,10.828025477706992,451.0,0.0,0.0,1.0
31200.0,0.945679645,0.0,31200.0,58.5,12.975280785780777,13.361169102296442,8.38852097130241,551.0,0.0,0.0,0.0
31300.0,0.948607086,0.0,31300.0,58.8,12.376220777894991,13.807531380753128,5.7208237986270065,651.0,0.0,0.0,0.0
31400.0,0.951595553,0.0,31400.0,60.3,15.116527688689327,14.989293361884359,4.106280193236718,751.0,0.0,0.0,0.0
31500.0,0.95456038,0.0,31500.0,59.599999999999994,13.831715900607863,14.947368421052623,1.4634146341463425,851.0,0.0,0.0,1.0
31600.0,0.957358868,0.0,31600.0,59.9,13.051397248868154,15.400843881856533,0.0,951.0,0.0,0.0,0.0
31700.0,0.960121144,0.0,31700.0,61.6,16.265073377090655,20.166320166320162,3.7593984962406046,1051.0,0.0,0.0,1.0
31800.0,0.962971721,0.0,31800.0,62.7,18.35144340638654,20.974576271186436,4.60358056265985,1151.0,0.0,0.0,0.0
31900.0,0.965707659,0.0,31900.0,63.4,19.437205043319018,20.08733624454148,5.67010309278351,1251.0,0.0,0.0,0.0
